Curated	Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan	dnLoFCase	dnLoFMegaCase	dnDmisCase	dnLoFControl	dnDmisControl	pAllEnrichMeta	pMisCombMeta	pDenovoWESTMeta	Filter	Par	Trans	NonTrans	TransUnaff	NonTransUnaff	TDTStat	pTDT	AllCase	AllCaseRate	NRCase	NRCaseRate	NREuroCase	NREuroCaseRate	NRControl	NRControlRate	NREuroControl	NREuroControlRate	pPCC	FullCase	FullCaseInherit	FullCaseRate	UnrelCase	UnrelCaseInherit	UnrelCaseRate	gnomADexome	gnomADexomeRate	gnomADexomepCC	gnomADexomepTDTCC	gnomADexomepTDTCCdnWEST	gnomADexomepMegaCC	gnomADexomeNonNeuro	gnomADexomeNonNeuroRate	gnomADexomeNonNeuropCC	gnomADexomeNonNeuropTDTCC	gnomADexomeNonNeuropTDTCCdnWEST	gnomADexomeNonNeuropMegaCC	gnomADexomeNonNeuroEuro	gnomADexomeNonNeuroEuroRate	gnomADexomeNonNeuroEuropCC	gnomADexomeNonNeuroEuropTDTCC	gnomADexomeNonNeuroEuropTDTCCdnWEST	gnomADexomeNonNeuroEuropMegaCC	gnomADgenome	gnomADgenomeRate	gnomADgenomepCC	gnomADgenomepTDTCC	gnomADgenomepTDTCCdnWEST	gnomADgenomepMegaCC	gnomADgenomeNonNeuro	gnomADgenomeNonNeuroRate	gnomADgenomeNonNeuropCC	gnomADgenomeNonNeuropTDTCC	gnomADgenomeNonNeuropTDTCCdnWEST	gnomADgenomeNonNeuropMegaCC	gnomADgenomeNonNeuroEuro	gnomADgenomeNonNeuroEuroRate	gnomADgenomeNonNeuroEuropCC	gnomADgenomeNonNeuroEuropTDTCC	gnomADgenomeNonNeuroEuropTDTCCdnWEST	gnomADgenomeNonNeuroEuropMegaCC	TopMed	TopMedRate	TopMedpCC	TopMedpTDTCC	TopMedpTDTCCdnWEST	TopMedpMegaCC
x	x	Denovo	ENSG00000036257	CUL3	8452	2q36.2	0.974063405438851	0	0.625008329987065	0.977272727272727	x	x	Rare Single Gene Mutation, Genetic Association	1	probable	monoallelic	loss of function		8	7	3	0	0	6.54E-13	0.08	6.54E-13	URLoFpExt0.9	1	0	1	0	0	-1	1.00	5	0.28	4	0.25	4	0.36	1	0.07	1	0.09	0.2245948	12	0	0.34	11	0	0.34	8	0.06	0.04	0.17	1.42E-11	4.83E-04	7	0.07	0.05	0.21	1.75E-11	9.65E-04	2	0.04	0.02	0.09	6.56E-12	.	3	0.04	0.02	0.09	6.48E-12	1.77E-04	3	0.04	0.03	0.12	9.01E-12	4.08E-04	1	0.03	0.02	0.08	5.73E-12	.	8	0.06	0.03	0.13	9.98E-12	1.87E-04
x	x	Denovo	ENSG00000101126	ADNP	23394	20q13.13	0.9989040999292	0	0.720689372877106	0.994708994708995	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	24	16	3	0	0	1.00E-14	1.23E-04	1.00E-14	AllLoFpExt0.9	1	0	1	0	1	-1	1.00	9	0.51	9	0.57	8	0.73	1	0.07	0	0.00	0.01676332	25	0	0.70	25	0	0.78	2	0.02	1.21E-07	2.05E-06	0.00E+00	1.13E-15	1	0.01	1.07E-07	1.83E-06	0.00E+00	4.01E-15	1	0.02	1.74E-05	2.08E-04	2.22E-16	.	3	0.04	1.70E-05	2.04E-04	1.11E-16	6.84E-11	2	0.03	1.18E-05	1.46E-04	1.11E-16	7.80E-11	1	0.03	1.27E-04	1.27E-03	1.11E-15	.	22	0.17	3.90E-03	0.03	2.93E-14	2.50E-07
x	x	Denovo	ENSG00000101126	ADNP	23394	20q13.13	0.9989040999292	0	0.720689372877106	0.994708994708995	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	24	16	3	0	0	1.00E-14	1.23E-04	1.00E-14	RareLoFpExt0.9	1	0	1	0	1	-1	1.00	9	0.51	9	0.57	8	0.73	1	0.07	0	0.00	0.01676332	25	0	0.70	25	0	0.78	2	0.02	1.21E-07	2.05E-06	0.00E+00	1.13E-15	1	0.01	1.07E-07	1.83E-06	0.00E+00	4.01E-15	1	0.02	1.74E-05	2.08E-04	2.22E-16	.	3	0.04	1.70E-05	2.04E-04	1.11E-16	6.84E-11	2	0.03	1.18E-05	1.46E-04	1.11E-16	7.80E-11	1	0.03	1.27E-04	1.27E-03	1.11E-15	.	22	0.17	3.90E-03	0.03	2.93E-14	2.50E-07
x	x	Denovo	ENSG00000101126	ADNP	23394	20q13.13	0.9989040999292	0	0.720689372877106	0.994708994708995	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	24	16	3	0	0	1.00E-14	1.23E-04	1.00E-14	URLoFpExt0.9	1	0	1	0	1	-1	1.00	9	0.51	9	0.57	8	0.73	1	0.07	0	0.00	0.01676332	25	0	0.70	25	0	0.78	2	0.02	1.21E-07	2.05E-06	0.00E+00	1.13E-15	1	0.01	1.07E-07	1.83E-06	0.00E+00	4.01E-15	1	0.02	1.74E-05	2.08E-04	2.22E-16	.	3	0.04	1.70E-05	2.04E-04	1.11E-16	6.84E-11	2	0.03	1.18E-05	1.46E-04	1.11E-16	7.80E-11	1	0.03	1.27E-04	1.27E-03	1.11E-15	.	22	0.17	3.90E-03	0.03	2.93E-14	2.50E-07
x	x	Denovo	ENSG00000123066	MED13L	23389	12q24.21	0.999999998677147	0	0.756076507309161	0.797752808988764	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic	8	4	3	0	0	5.95E-09	0.15	5.95E-09	AllLoFpExt0.9	0	0	0	0	0	-999	.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	4	0	0.11	4	0	0.12	1	0.01	1.00	.	1.19E-07	7.03E-03	1	0.01	1.00	.	1.19E-07	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	0.03	0	0.00	.	.	5.95E-09	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	5.92E-03
x	x	Denovo	ENSG00000123066	MED13L	23389	12q24.21	0.999999998677147	0	0.756076507309161	0.797752808988764	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic	8	4	3	0	0	5.95E-09	0.15	5.95E-09	RareLoFpExt0.9	0	0	0	0	0	-999	.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	4	0	0.11	4	0	0.12	1	0.01	1.00	.	1.19E-07	7.03E-03	1	0.01	1.00	.	1.19E-07	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	0.03	0	0.00	.	.	5.95E-09	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	5.92E-03
x	x	Denovo	ENSG00000123066	MED13L	23389	12q24.21	0.999999998677147	0	0.756076507309161	0.797752808988764	x	x	Rare Single Gene Mutation, Syndromic	1	probable	monoallelic	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic	8	4	3	0	0	5.95E-09	0.15	5.95E-09	URLoFpExt0.9	0	0	0	0	0	-999	.	0	0.00	0	0.00	0	0.00	0	0.00	0	0.00	.	4	0	0.11	4	0	0.12	1	0.01	1.00	.	1.19E-07	7.03E-03	1	0.01	1.00	.	1.19E-07	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	0.03	0	0.00	.	.	5.95E-09	0.01	0	0.00	.	.	5.95E-09	.	1	0.01	1.00	.	1.19E-07	5.92E-03
x	x	Denovo	ENSG00000100393	EP300	2033	22q13.2	0.999999999999484	0	0.634953077536196	0.808	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition	5	3	4	0	0	1.66E-05	0.07	1.66E-05	AllLoFpExt0.9	0	0	0	0	0	-999	.	6	0.34	6	0.38	4	0.36	0	0.00	0	0.00	0.02169169	9	0	0.25	9	0	0.28	10	0.08	5.60E-03	.	1.60E-06	7.14E-03	7	0.07	3.83E-03	.	1.12E-06	4.71E-03	3	0.07	0.03	.	8.08E-06	.	1	0.01	1.51E-04	.	5.22E-08	1.25E-04	1	0.01	2.70E-04	.	9.06E-08	2.58E-04	0	0.00	4.28E-03	.	1.24E-06	.	6	0.05	7.46E-04	.	2.38E-07	6.16E-04
x	x	Denovo	ENSG00000100393	EP300	2033	22q13.2	0.999999999999484	0	0.634953077536196	0.808	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition	5	3	4	0	0	1.66E-05	0.07	1.66E-05	RareLoFpExt0.9	0	0	0	0	0	-999	.	6	0.34	6	0.38	4	0.36	0	0.00	0	0.00	0.02169169	9	0	0.25	9	0	0.28	10	0.08	5.60E-03	.	1.60E-06	7.14E-03	7	0.07	3.83E-03	.	1.12E-06	4.71E-03	3	0.07	0.03	.	8.08E-06	.	1	0.01	1.51E-04	.	5.22E-08	1.25E-04	1	0.01	2.70E-04	.	9.06E-08	2.58E-04	0	0.00	4.28E-03	.	1.24E-06	.	6	0.05	7.46E-04	.	2.38E-07	6.16E-04
x	x	Denovo	ENSG00000100393	EP300	2033	22q13.2	0.999999999999484	0	0.634953077536196	0.808	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Skeleton,Brain/Cognition	5	3	4	0	0	1.66E-05	0.07	1.66E-05	URLoFpExt0.9	0	0	0	0	0	-999	.	6	0.34	6	0.38	4	0.36	0	0.00	0	0.00	0.02169169	9	0	0.25	9	0	0.28	10	0.08	5.60E-03	.	1.60E-06	7.14E-03	7	0.07	3.83E-03	.	1.12E-06	4.71E-03	3	0.07	0.03	.	8.08E-06	.	1	0.01	1.51E-04	.	5.22E-08	1.25E-04	1	0.01	2.70E-04	.	9.06E-08	2.58E-04	0	0.00	4.28E-03	.	1.24E-06	.	6	0.05	7.46E-04	.	2.38E-07	6.16E-04
x	x	Denovo	ENSG00000102974	CTCF	10664	16q22.1	0.997924957852537	0	0.480351031480276	0.942	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	5	3	1	0	0	8.47E-09	7.78E-03	8.47E-09	AllLoFpExt0.5	0	0	0	0	0	-999	.	4	0.23	4	0.25	2	0.18	0	0.00	0	0.00	0.07777898	7	0	0.20	7	0	0.22	2	0.02	2.37E-03	.	5.14E-10	4.71E-04	2	0.02	4.41E-03	.	9.34E-10	1.22E-03	1	0.02	0.11	.	2.05E-08	.	1	0.01	3.74E-03	.	7.97E-10	1.17E-03	1	0.01	5.47E-03	.	1.15E-09	2.04E-03	0	0.00	0.07	.	1.24E-08	.	2	0.02	1.59E-03	.	3.51E-10	2.55E-04
x	x	Denovo	ENSG00000102974	CTCF	10664	16q22.1	0.997924957852537	0	0.480351031480276	0.942	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	5	3	1	0	0	8.47E-09	7.78E-03	8.47E-09	RareLoFpExt0.5	0	0	0	0	0	-999	.	4	0.23	4	0.25	2	0.18	0	0.00	0	0.00	0.07777898	7	0	0.20	7	0	0.22	2	0.02	2.37E-03	.	5.14E-10	4.71E-04	2	0.02	4.41E-03	.	9.34E-10	1.22E-03	1	0.02	0.11	.	2.05E-08	.	1	0.01	3.74E-03	.	7.97E-10	1.17E-03	1	0.01	5.47E-03	.	1.15E-09	2.04E-03	0	0.00	0.07	.	1.24E-08	.	2	0.02	1.59E-03	.	3.51E-10	2.55E-04
x	x	Denovo	ENSG00000102974	CTCF	10664	16q22.1	0.997924957852537	0	0.480351031480276	0.942	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	5	3	1	0	0	8.47E-09	7.78E-03	8.47E-09	URLoFpExt0.5	0	0	0	0	0	-999	.	4	0.23	4	0.25	2	0.18	0	0.00	0	0.00	0.07777898	7	0	0.20	7	0	0.22	2	0.02	2.37E-03	.	5.14E-10	4.71E-04	2	0.02	4.41E-03	.	9.34E-10	1.22E-03	1	0.02	0.11	.	2.05E-08	.	1	0.01	3.74E-03	.	7.97E-10	1.17E-03	1	0.01	5.47E-03	.	1.15E-09	2.04E-03	0	0.00	0.07	.	1.24E-08	.	2	0.02	1.59E-03	.	3.51E-10	2.55E-04
x	x	Denovo	ENSG00000173575	CHD2	1106	15q26.1	0.999999998845422	0	0.798028699542104	0.962765957446808	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	12	9	8	0	0	1.00E-14	4.57E-07	1.00E-14	AllLoFpExt0.9	0	0	0	0	0	-999	.	6	0.34	5	0.32	4	0.36	0	0.00	0	0.00	0.04107503	15	0	0.42	14	0	0.44	4	0.03	1.70E-03	.	6.66E-16	3.79E-07	2	0.02	7.64E-04	.	3.33E-16	1.65E-07	2	0.04	0.02	.	6.66E-15	.	2	0.03	2.25E-03	.	8.88E-16	2.33E-06	1	0.01	1.21E-03	.	4.44E-16	1.26E-06	0	0.00	4.24E-03	.	1.67E-15	.	4	0.03	1.15E-03	.	4.44E-16	1.40E-07
x	x	Denovo	ENSG00000173575	CHD2	1106	15q26.1	0.999999998845422	0	0.798028699542104	0.962765957446808	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	12	9	8	0	0	1.00E-14	4.57E-07	1.00E-14	RareLoFpExt0.9	0	0	0	0	0	-999	.	5	0.28	4	0.25	3	0.27	0	0.00	0	0.00	0.07777898	14	0	0.39	13	0	0.41	4	0.03	8.37E-03	.	3.22E-15	1.42E-06	2	0.02	4.06E-03	.	1.55E-15	6.01E-07	2	0.04	0.06	.	2.18E-14	.	2	0.03	9.54E-03	.	3.66E-15	6.96E-06	1	0.01	5.39E-03	.	2.11E-15	3.69E-06	0	0.00	0.02	.	6.22E-15	.	4	0.03	6.16E-03	.	2.33E-15	5.65E-07
x	x	Denovo	ENSG00000173575	CHD2	1106	15q26.1	0.999999998845422	0	0.798028699542104	0.962765957446808	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	12	9	8	0	0	1.00E-14	4.57E-07	1.00E-14	URLoFpExt0.9	0	0	0	0	0	-999	.	5	0.28	4	0.25	3	0.27	0	0.00	0	0.00	0.07777898	14	0	0.39	13	0	0.41	4	0.03	8.37E-03	.	3.22E-15	1.42E-06	2	0.02	4.06E-03	.	1.55E-15	6.01E-07	2	0.04	0.06	.	2.18E-14	.	2	0.03	9.54E-03	.	3.66E-15	6.96E-06	1	0.01	5.39E-03	.	2.11E-15	3.69E-06	0	0.00	0.02	.	6.22E-15	.	4	0.03	6.16E-03	.	2.33E-15	5.65E-07
x	x	Denovo	ENSG00000176165	FOXG1	2290	14q12	.	1	0.0562657465784145	0.866	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition	0	0	4	0	1	8.86E-04	8.98E-04	8.86E-04	AllLoFpExt0.9	0	0	0	0	0	-999	.	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	1	0	0.03	1	0	0.03	0	0.00	0.14	.	1.24E-03	0.25	0	0.00	0.16	.	1.43E-03	0.28	0	0.00	0.24	.	2.02E-03	.	0	0.00	0.17	.	1.51E-03	0.30	0	0.00	0.19	.	1.65E-03	0.32	0	0.00	0.26	.	2.15E-03	.	0	0.00	0.11	.	9.77E-04	0.20
x	x	Denovo	ENSG00000176165	FOXG1	2290	14q12	.	1	0.0562657465784145	0.866	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition	0	0	4	0	1	8.86E-04	8.98E-04	8.86E-04	RareLoFpExt0.9	0	0	0	0	0	-999	.	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	1	0	0.03	1	0	0.03	0	0.00	0.14	.	1.24E-03	0.25	0	0.00	0.16	.	1.43E-03	0.28	0	0.00	0.24	.	2.02E-03	.	0	0.00	0.17	.	1.51E-03	0.30	0	0.00	0.19	.	1.65E-03	0.32	0	0.00	0.26	.	2.15E-03	.	0	0.00	0.11	.	9.77E-04	0.20
x	x	Denovo	ENSG00000176165	FOXG1	2290	14q12	.	1	0.0562657465784145	0.866	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	1	confirmed	monoallelic	loss of function	Brain/Cognition	0	0	4	0	1	8.86E-04	8.98E-04	8.86E-04	URLoFpExt0.9	0	0	0	0	0	-999	.	1	0.06	1	0.06	1	0.09	0	0.00	0	0.00	0.5280993	1	0	0.03	1	0	0.03	0	0.00	0.14	.	1.24E-03	0.25	0	0.00	0.16	.	1.43E-03	0.28	0	0.00	0.24	.	2.02E-03	.	0	0.00	0.17	.	1.51E-03	0.30	0	0.00	0.19	.	1.65E-03	0.32	0	0.00	0.26	.	2.15E-03	.	0	0.00	0.11	.	9.77E-04	0.20
x	x	Denovo	ENSG00000181090	EHMT1	79813	9q34.3	0.99999990401202	0	0.236545624253016	0.606	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic	5	2	2	0	0	4.18E-06	0.31	4.18E-06	AllLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	4	0	0.11	4	0	0.12	1	0.01	0.04	.	2.51E-06	7.58E-03	0	0.00	0.02	.	1.31E-06	3.27E-03	0	0.00	0.20	.	1.26E-05	.	1	0.01	0.08	.	5.23E-06	0.03	1	0.01	0.09	.	6.22E-06	0.04	0	0.00	0.26	.	1.58E-05	.	4	0.03	0.13	.	8.22E-06	0.05
x	x	Denovo	ENSG00000181090	EHMT1	79813	9q34.3	0.99999990401202	0	0.236545624253016	0.606	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic	5	2	2	0	0	4.18E-06	0.31	4.18E-06	RareLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	4	0	0.11	4	0	0.12	1	0.01	0.04	.	2.51E-06	7.58E-03	0	0.00	0.02	.	1.31E-06	3.27E-03	0	0.00	0.20	.	1.26E-05	.	1	0.01	0.08	.	5.23E-06	0.03	1	0.01	0.09	.	6.22E-06	0.04	0	0.00	0.26	.	1.58E-05	.	4	0.03	0.13	.	8.22E-06	0.05
x	x	Denovo	ENSG00000181090	EHMT1	79813	9q34.3	0.99999990401202	0	0.236545624253016	0.606	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic	5	2	2	0	0	4.18E-06	0.31	4.18E-06	URLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	4	0	0.11	4	0	0.12	1	0.01	0.04	.	2.51E-06	7.58E-03	0	0.00	0.02	.	1.31E-06	3.27E-03	0	0.00	0.20	.	1.26E-05	.	1	0.01	0.08	.	5.23E-06	0.03	1	0.01	0.09	.	6.22E-06	0.04	0	0.00	0.26	.	1.58E-05	.	4	0.03	0.13	.	8.22E-06	0.05
x	x	Denovo	ENSG00000136854	STXBP1	6812	9q34.11	0.999882943227088	0	0.852019604550857	0.618	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	4	3	5	0	0	1.84E-08	9.00E-04	1.84E-08	AllLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	0	0.14	5	0	0.16	0	0.00	0.01	.	5.58E-09	3.85E-04	0	0.00	0.02	.	7.66E-09	8.03E-04	0	0.00	0.04	.	1.65E-08	.	0	0.00	0.03	.	1.22E-08	2.30E-03	0	0.00	0.04	.	1.48E-08	3.49E-03	0	0.00	0.07	.	2.62E-08	.	1	0.01	0.03	.	1.30E-08	1.41E-03
x	x	Denovo	ENSG00000136854	STXBP1	6812	9q34.11	0.999882943227088	0	0.852019604550857	0.618	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	4	3	5	0	0	1.84E-08	9.00E-04	1.84E-08	RareLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	0	0.14	5	0	0.16	0	0.00	0.01	.	5.58E-09	3.85E-04	0	0.00	0.02	.	7.66E-09	8.03E-04	0	0.00	0.04	.	1.65E-08	.	0	0.00	0.03	.	1.22E-08	2.30E-03	0	0.00	0.04	.	1.48E-08	3.49E-03	0	0.00	0.07	.	2.62E-08	.	1	0.01	0.03	.	1.30E-08	1.41E-03
x	x	Denovo	ENSG00000136854	STXBP1	6812	9q34.11	0.999882943227088	0	0.852019604550857	0.618	x	x	Rare Single Gene Mutation, Syndromic, Functional	1	confirmed	monoallelic	loss of function	Brain/Cognition	4	3	5	0	0	1.84E-08	9.00E-04	1.84E-08	URLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	5	0	0.14	5	0	0.16	0	0.00	0.01	.	5.58E-09	3.85E-04	0	0.00	0.02	.	7.66E-09	8.03E-04	0	0.00	0.04	.	1.65E-08	.	0	0.00	0.03	.	1.22E-08	2.30E-03	0	0.00	0.04	.	1.48E-08	3.49E-03	0	0.00	0.07	.	2.62E-08	.	1	0.01	0.03	.	1.30E-08	1.41E-03
x	x	Denovo	ENSG00000197283	SYNGAP1	8831	6p21.32	0.999998449747972	0	.	0.955056179775281	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	19	9	3	1	0	1.00E-14	4.05E-03	1.00E-14	AllLoFpExt0.9	0	0	0	0	0	-999	.	9	0.51	9	0.57	5	0.45	0	0.00	0	0.00	0.003194774	18	0	0.51	18	0	0.56	3	0.02	5.22E-07	.	0.00E+00	3.34E-10	2	0.02	6.19E-07	.	0.00E+00	7.74E-10	1	0.02	1.66E-03	.	6.66E-16	.	1	0.01	9.09E-07	.	0.00E+00	2.97E-09	0	0.00	2.63E-07	.	0.00E+00	9.90E-10	0	0.00	1.00E-03	.	4.44E-16	.	1	0.01	1.24E-08	.	0.00E+00	1.56E-12
x	x	Denovo	ENSG00000197283	SYNGAP1	8831	6p21.32	0.999998449747972	0	.	0.955056179775281	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	19	9	3	1	0	1.00E-14	4.05E-03	1.00E-14	RareLoFpExt0.9	0	0	0	0	0	-999	.	9	0.51	9	0.57	5	0.45	0	0.00	0	0.00	0.003194774	18	0	0.51	18	0	0.56	3	0.02	5.22E-07	.	0.00E+00	3.34E-10	2	0.02	6.19E-07	.	0.00E+00	7.74E-10	1	0.02	1.66E-03	.	6.66E-16	.	1	0.01	9.09E-07	.	0.00E+00	2.97E-09	0	0.00	2.63E-07	.	0.00E+00	9.90E-10	0	0.00	1.00E-03	.	4.44E-16	.	1	0.01	1.24E-08	.	0.00E+00	1.56E-12
x	x	Denovo	ENSG00000197283	SYNGAP1	8831	6p21.32	0.999998449747972	0	.	0.955056179775281	x	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	19	9	3	1	0	1.00E-14	4.05E-03	1.00E-14	URLoFpExt0.9	0	0	0	0	0	-999	.	9	0.51	9	0.57	5	0.45	0	0.00	0	0.00	0.003194774	18	0	0.51	18	0	0.56	3	0.02	5.22E-07	.	0.00E+00	3.34E-10	2	0.02	6.19E-07	.	0.00E+00	7.74E-10	1	0.02	1.66E-03	.	6.66E-16	.	1	0.01	9.09E-07	.	0.00E+00	2.97E-09	0	0.00	2.63E-07	.	0.00E+00	9.90E-10	0	0.00	1.00E-03	.	4.44E-16	.	1	0.01	1.24E-08	.	0.00E+00	1.56E-12
x	x	Denovo	ENSG00000119042	SATB2	23314	2q33.1	0.99956300698079	0	0.134428536881253	0.644	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	confirmed	monoallelic	loss of function	Face,Brain/Cognition|Face,Skeleton,Brain/Cognition	1	1	4	0	0	1.56E-04	1.69E-05	1.69E-05	AllLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	3	0	0.08	3	0	0.09	1	0.01	0.04	.	7.39E-05	0.03	1	0.01	0.05	.	9.90E-05	0.05	1	0.02	0.36	.	6.10E-04	.	0	0.00	0.03	.	5.98E-05	0.03	0	0.00	0.04	.	7.19E-05	0.03	0	0.00	0.25	.	4.40E-04	.	0	0.00	0.01	.	2.45E-05	7.06E-03
x	x	Denovo	ENSG00000119042	SATB2	23314	2q33.1	0.99956300698079	0	0.134428536881253	0.644	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	confirmed	monoallelic	loss of function	Face,Brain/Cognition|Face,Skeleton,Brain/Cognition	1	1	4	0	0	1.56E-04	1.69E-05	1.69E-05	RareLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	3	0	0.08	3	0	0.09	1	0.01	0.04	.	7.39E-05	0.03	1	0.01	0.05	.	9.90E-05	0.05	1	0.02	0.36	.	6.10E-04	.	0	0.00	0.03	.	5.98E-05	0.03	0	0.00	0.04	.	7.19E-05	0.03	0	0.00	0.25	.	4.40E-04	.	0	0.00	0.01	.	2.45E-05	7.06E-03
x	x	Denovo	ENSG00000119042	SATB2	23314	2q33.1	0.99956300698079	0	0.134428536881253	0.644	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	3S	confirmed	monoallelic	loss of function	Face,Brain/Cognition|Face,Skeleton,Brain/Cognition	1	1	4	0	0	1.56E-04	1.69E-05	1.69E-05	URLoFpExt0.9	0	0	0	0	0	-999	.	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	3	0	0.08	3	0	0.09	1	0.01	0.04	.	7.39E-05	0.03	1	0.01	0.05	.	9.90E-05	0.05	1	0.02	0.36	.	6.10E-04	.	0	0.00	0.03	.	5.98E-05	0.03	0	0.00	0.04	.	7.19E-05	0.03	0	0.00	0.25	.	4.40E-04	.	0	0.00	0.01	.	2.45E-05	7.06E-03
x	x	Denovo	ENSG00000119866	BCL11A	53335	2p16.1	0.828999684744843	1	0.795571624855149	0.989637305699482	.	x	Rare Single Gene Mutation, Syndromic	1	confirmed	monoallelic	loss of function	Brain/Cognition	4	2	0	0	0	1.09E-05	1.00	1.09E-05	AllLoFpExt0.9	0	0	0	0	0	-999	.	1	0.06	1	0.06	0	0.00	0	0.00	0	0.00	0.5280993	3	0	0.08	3	0	0.09	5	0.04	0.52	.	7.43E-05	0.22	2	0.02	0.36	.	5.22E-05	0.10	1	0.02	1.00	.	1.35E-04	.	3	0.04	0.53	.	7.55E-05	0.25	1	0.01	0.34	.	5.06E-05	0.10	0	0.00	.	.	1.09E-05	.	1	0.01	0.20	.	3.08E-05	0.03
